,user,churn,age,housing,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,reward_rate,is_referred
21002,35898,0,27.0,R,3,0,88,2,0,219,0,0,14,1,0,1,0,0,na,0,0,0,0,Virgo,1,0,1.87,1
21003,34633,1,36.0,O,0,0,0,0,1,286,0,0,25,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.23,1
21004,51118,0,58.0,O,9,0,10,9,0,35,0,0,9,1,1,1,0,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,0.85,0
21005,8992,0,43.0,na,0,0,3,0,0,10,0,0,5,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.06999999999999999,0
21006,17050,0,18.0,R,1,0,21,1,0,63,0,0,0,1,1,0,1,3,Weekly,0,0,0,0,Scorpio,0,0,0.23,1
21007,47577,1,46.0,R,2,0,16,2,0,44,0,0,4,1,1,1,0,0,Weekly,0,0,0,0,Libra,0,0,0.5,1
21008,20460,0,33.0,R,24,3,40,24,0,119,0,0,47,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.0,1
21009,30446,0,28.0,R,10,3,23,10,0,14,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,0.47,1
21010,37540,0,21.0,R,11,0,113,11,0,188,0,0,27,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.8,1
21011,29156,1,27.0,na,0,0,5,0,0,26,0,0,9,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.06999999999999999,1
21012,62767,0,26.0,O,0,0,7,0,0,7,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Virgo,0,0,0.25,1
21013,41791,1,30.0,na,0,0,8,0,0,29,0,0,0,1,1,0,1,2,Semi-Monthly,0,0,0,0,Aquarius,1,0,0.67,0
21014,34435,0,26.0,na,0,0,58,0,0,147,0,0,4,1,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.13,0
21015,11866,0,26.0,na,0,0,9,0,0,13,0,0,0,1,1,0,1,0,Weekly,0,0,0,0,Taurus,0,0,0.27,0
21016,28611,0,36.0,R,0,0,31,0,0,251,0,0,20,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,1,0,2.03,1
21017,32680,1,20.0,na,0,0,7,0,0,18,0,0,0,1,1,0,1,0,Monthly,0,0,0,0,Cancer,1,0,0.39,0
21018,26286,1,43.0,na,0,0,0,0,0,95,0,0,21,1,0,1,0,0,Monthly,0,0,0,0,Leo,0,1,1.39,0
21019,31167,0,33.0,R,1,0,157,1,0,264,0,0,18,1,1,1,0,3,Monthly,0,0,0,0,Leo,1,0,2.0,1
21020,38085,1,20.0,na,0,0,5,0,0,0,0,0,0,1,0,1,0,0,Monthly,0,0,0,0,Libra,0,0,0.06999999999999999,0
21021,14022,1,52.0,na,0,0,0,0,0,46,0,0,20,1,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.83,0
21022,54963,0,25.0,R,0,0,128,0,0,240,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,1,Gemini,0,0,1.7,0
21023,36804,1,27.0,R,0,0,0,0,0,59,1,0,4,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.93,1
21024,31153,1,30.0,R,0,0,0,0,0,193,1,0,23,1,1,0,1,3,Bi-Weekly,0,0,1,0,Scorpio,0,0,1.9,0
21025,13979,0,28.0,R,0,0,71,0,0,164,0,0,5,1,1,0,1,3,Bi-Weekly,0,0,0,0,Taurus,0,0,1.63,0
21026,69285,1,28.0,R,0,0,0,0,0,0,0,0,0,0,1,0,0,0,na,0,0,0,0,Libra,0,0,0.0,0
21027,23337,0,28.0,O,6,1,46,6,0,113,0,0,5,1,0,0,1,2,na,0,0,0,0,Aries,0,0,0.5,1
21028,33827,0,77.0,R,2,0,98,2,0,195,0,0,9,1,1,1,0,3,Monthly,0,0,0,0,na,0,0,1.6,1
21029,61381,0,29.0,na,0,0,2,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,1,0,0.03,1
21030,5052,0,33.0,R,0,0,0,0,0,174,1,0,9,1,1,0,1,0,Semi-Monthly,0,0,0,0,Leo,0,0,2.17,0
21031,58308,1,21.0,R,0,0,34,0,0,119,0,0,2,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,0.43,0
21032,17272,1,32.0,R,0,0,0,0,0,183,0,0,21,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,2.13,0
21033,35924,0,30.0,na,0,0,39,0,0,60,0,0,1,1,0,0,1,0,Semi-Monthly,0,0,0,0,Gemini,1,0,1.0,0
21034,29605,0,28.0,na,0,0,60,0,0,132,0,0,4,1,0,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,1.0699999999999998,0
21035,41288,0,23.0,R,0,0,1,0,0,155,0,0,6,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,1,0,1.5,0
21036,10770,1,26.0,R,1,1,41,1,0,89,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,na,0,0,0.9,0
21037,11720,1,33.0,R,0,0,0,0,0,104,0,1,33,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.8,1
21038,20603,0,25.0,R,12,0,16,12,0,34,0,0,11,1,0,1,0,0,na,0,0,0,0,Pisces,0,0,0.73,0
21039,3198,0,24.0,R,20,4,28,20,0,73,0,0,26,1,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,0.47,1
21040,65234,0,29.0,na,0,0,12,0,0,15,0,0,2,1,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.3,0
21041,33191,0,27.0,R,13,1,83,13,0,212,0,0,9,1,1,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.03,1
21042,50399,1,27.0,R,0,0,75,0,0,192,0,0,7,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.17,1
21043,15224,1,23.0,R,7,0,47,7,0,65,0,0,9,1,0,0,1,0,Weekly,0,0,0,0,Leo,0,0,0.73,1
21044,42835,1,49.0,na,1,0,7,1,0,16,0,0,4,1,1,1,0,0,Weekly,0,1,0,0,Capricorn,0,0,0.16999999999999998,1
21045,65282,0,23.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Gemini,0,0,0.0,0
21046,51305,0,21.0,na,0,0,10,0,0,19,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.21,1
21047,54539,1,45.0,na,0,0,0,0,0,21,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.37,0
21048,37043,1,29.0,na,0,0,26,0,0,36,0,0,7,1,0,0,1,2,Weekly,0,0,0,0,Libra,0,1,0.43,0
21049,25548,0,30.0,R,7,1,106,7,0,272,0,0,26,1,0,1,0,2,Bi-Weekly,0,0,0,0,Taurus,0,0,1.9,1
21050,51259,1,21.0,na,0,0,2,0,0,0,0,0,0,1,1,0,1,2,Weekly,0,0,0,0,Scorpio,0,0,0.0,0
21051,27476,0,23.0,R,1,0,81,1,0,165,0,0,3,1,0,0,1,0,Weekly,0,0,0,0,Gemini,1,0,1.33,0
21052,22124,1,55.0,R,0,0,0,0,0,5,0,0,0,1,1,1,0,2,Bi-Weekly,0,0,0,0,Virgo,0,0,0.0,1
21053,62432,1,75.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,na,0,0,0,0,Aquarius,0,0,0.0,0
21054,56790,0,33.0,na,0,0,30,0,0,50,0,0,3,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.6,1
21055,65803,1,27.0,R,0,0,0,0,0,9,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.06999999999999999,0
21056,12313,1,27.0,R,0,0,0,0,0,83,0,0,10,1,1,0,1,0,Semi-Monthly,0,0,0,0,na,0,0,1.0699999999999998,1
21057,58517,0,26.0,R,0,0,0,0,0,7,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Cancer,1,0,0.13,0
21058,16656,0,40.0,R,32,0,80,30,0,251,0,0,57,1,1,1,0,0,na,0,0,0,0,na,0,0,1.9,1
21059,39569,0,31.0,R,2,0,50,2,0,108,0,0,4,1,1,0,1,2,Semi-Monthly,0,0,0,0,na,0,0,1.13,0
21060,3876,0,36.0,R,0,0,0,0,0,174,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.63,0
21061,33419,1,22.0,na,2,0,22,2,0,35,0,0,5,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.47,0
21062,67340,1,21.0,na,0,0,2,0,0,1,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.25,0
21063,16584,0,75.0,O,8,0,83,8,0,246,0,0,5,1,1,0,1,0,Monthly,0,0,0,0,Scorpio,0,0,2.0,1
21064,57927,0,29.0,R,15,1,24,15,0,81,0,0,11,1,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,1.0,1
21065,9068,1,39.0,na,0,0,0,0,1,173,3,0,21,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,1,1,1.97,0
21066,10937,0,32.0,R,0,0,40,0,0,128,0,0,21,1,1,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.97,0
21067,6514,0,30.0,na,1,0,48,1,0,63,0,0,9,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,1.2,0
21068,30428,0,37.0,R,0,0,26,0,2,166,0,0,24,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.53,0
21069,32077,1,24.0,na,0,0,0,0,0,130,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.77,0
21070,15940,0,36.0,O,17,0,205,16,0,292,0,0,40,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,1.97,1
21071,2455,0,46.0,O,2,0,0,2,0,248,0,0,16,1,1,0,1,3,na,0,0,0,0,Virgo,1,0,1.97,1
21072,56132,1,25.0,na,0,0,5,0,0,9,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,2.0,0
21073,50302,0,45.0,R,1,0,76,1,0,236,0,0,10,1,1,0,1,0,na,0,0,0,0,Aries,0,0,1.9,0
21074,59409,0,26.0,na,0,0,3,0,0,6,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.13,0
21075,58101,0,46.0,R,0,0,6,0,0,9,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.2,1
21076,11657,0,17.0,R,5,1,17,5,0,41,0,0,7,1,1,1,1,3,na,0,0,0,0,Sagittarius,0,0,0.4,0
21077,30177,0,25.0,R,1,1,146,1,0,231,0,0,42,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,2.13,0
21078,68789,0,37.0,R,1,1,8,1,0,16,0,0,3,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.38,1
21079,10439,0,35.0,na,0,0,0,0,2,222,0,1,17,1,1,1,0,0,Monthly,0,0,0,0,Cancer,0,0,2.07,0
21080,27767,1,49.0,na,0,0,0,0,0,3,0,0,1,1,1,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,0.03,0
21081,55470,0,26.0,R,0,0,0,0,0,50,0,0,10,1,0,0,1,0,Weekly,0,0,0,0,Leo,0,0,0.73,0
21082,37967,0,23.0,R,0,0,1,0,0,34,0,0,0,1,0,0,1,2,Semi-Monthly,0,0,0,0,Pisces,1,0,0.83,1
21083,21325,0,29.0,O,0,0,74,0,0,225,0,0,21,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,1,0,1.7,0
21084,5852,0,39.0,R,0,0,0,0,0,205,0,0,14,1,0,0,1,0,Weekly,0,0,0,0,Aries,0,0,2.17,0
21085,64284,0,43.0,na,0,0,3,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.06999999999999999,0
21086,30762,0,28.0,na,0,0,44,0,0,152,0,0,3,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,1.63,0
21087,31581,1,25.0,R,0,0,0,0,1,27,0,0,4,1,0,1,0,0,Weekly,0,0,0,0,Aries,0,0,0.77,0
21088,34779,0,34.0,na,1,0,32,1,0,37,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Scorpio,0,0,0.83,1
21089,7287,0,31.0,R,0,0,0,0,1,193,0,1,13,1,1,0,1,0,Monthly,0,0,0,0,Scorpio,0,0,2.03,1
21090,26580,0,41.0,na,0,0,0,0,0,209,0,0,12,1,1,0,1,0,na,0,0,0,0,Libra,0,1,2.33,0
21091,55422,0,27.0,R,10,0,37,10,0,77,0,0,4,1,0,1,1,5,Semi-Monthly,0,0,0,0,Cancer,0,0,0.67,1
21092,7806,1,26.0,na,0,0,0,0,0,240,0,0,12,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,1.77,0
21093,58108,1,30.0,na,1,0,95,1,0,126,0,0,11,1,0,1,1,2,Bi-Weekly,0,0,0,0,Aries,0,0,1.3,1
21094,45783,0,43.0,R,0,0,0,0,1,5,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.27,0
21095,27949,0,37.0,R,0,0,6,0,0,116,0,0,13,1,1,0,1,2,Semi-Monthly,0,0,0,0,Virgo,0,0,1.4,1
21096,59398,0,21.0,R,0,0,0,0,0,6,0,0,2,1,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.2,0
21097,2175,0,28.0,R,0,0,0,0,0,182,0,0,15,1,0,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,1.67,1
21098,18544,0,22.0,O,33,0,94,33,0,195,0,0,19,1,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.87,0
21099,63908,0,22.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.0,0
21100,57849,0,24.0,na,0,0,19,0,0,15,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,0.27,1
21101,64349,0,21.0,R,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.0,0
21102,27315,0,34.0,R,1,1,69,1,0,170,0,0,17,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.23,1
21103,31060,1,28.0,R,3,0,12,3,0,30,0,0,4,1,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.2,0
21104,24489,0,24.0,R,0,0,0,0,0,137,0,0,5,1,1,0,1,3,Bi-Weekly,0,0,0,0,Gemini,0,0,1.5,0
21105,5677,1,37.0,na,0,0,0,0,0,45,0,0,3,1,0,1,0,0,Semi-Monthly,0,0,0,0,Aries,0,0,0.6,0
21106,24435,0,47.0,na,0,0,74,0,0,152,0,0,8,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.63,1
21107,11066,0,26.0,R,0,0,3,0,1,229,0,0,9,1,1,0,1,0,na,0,0,0,0,Taurus,0,0,2.23,0
21108,47572,1,25.0,R,0,0,52,0,0,138,0,0,11,1,1,1,0,3,Bi-Weekly,0,0,0,0,Cancer,0,0,1.2,1
21109,50445,0,25.0,R,0,0,78,0,0,183,0,0,17,1,1,0,1,2,Bi-Weekly,0,0,0,0,Cancer,0,0,1.6,0
21110,18568,0,24.0,R,1,0,62,1,0,191,0,0,8,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.5,1
21111,60242,0,28.0,na,0,0,3,0,0,2,0,0,0,1,0,1,0,0,na,0,0,0,0,Capricorn,0,0,0.33,0
21112,54854,0,29.0,na,0,0,26,0,0,39,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.39,0
21113,29966,1,22.0,na,0,0,8,0,0,12,0,0,0,1,0,0,1,0,na,0,0,0,0,Virgo,0,0,0.33,0
21114,63028,0,33.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,0,Gemini,0,0,0.0,0
21115,25148,0,37.0,R,7,1,141,7,0,274,0,0,18,1,1,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,2.23,1
21116,8068,0,27.0,na,10,0,61,10,0,130,0,0,9,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.67,1
21117,18580,0,33.0,R,15,9,16,15,1,176,0,1,41,1,1,0,1,0,Bi-Weekly,0,0,1,0,Libra,1,0,1.6,1
21118,13433,1,29.0,na,0,0,41,0,0,78,0,0,1,1,0,0,1,0,na,0,0,0,0,Taurus,0,0,0.8,0
21119,57525,0,24.0,na,1,0,2,1,0,3,0,0,2,1,1,0,1,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.1,0
21120,29862,1,62.0,R,0,0,28,0,0,91,0,0,8,1,1,1,0,0,Semi-Monthly,0,0,0,0,Cancer,1,0,0.73,0
21121,29514,0,28.0,R,3,0,75,3,0,202,0,0,16,1,1,1,1,2,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.77,1
21122,53591,0,58.0,na,0,0,8,0,0,138,0,0,5,1,1,1,0,0,Monthly,0,0,0,0,Pisces,0,0,1.87,0
21123,6880,0,23.0,R,59,0,74,58,0,290,0,0,29,1,1,1,0,0,Monthly,0,0,0,0,Leo,0,0,2.2,0
21124,41076,0,22.0,R,0,0,74,0,0,108,0,0,11,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.93,1
21125,59169,1,37.0,R,0,0,3,0,0,0,0,0,0,1,1,1,0,0,Semi-Monthly,0,0,0,0,Pisces,0,0,0.0,0
21126,16600,0,41.0,na,0,0,0,0,0,67,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.7,0
21127,59063,1,25.0,na,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Monthly,0,1,0,0,Capricorn,0,0,0.0,0
21128,24171,0,25.0,R,0,0,0,0,0,132,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.5699999999999998,0
21129,63288,1,18.0,na,0,0,2,0,0,1,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Cancer,1,0,0.03,0
21130,9157,1,37.0,na,0,0,0,0,0,7,0,0,0,1,0,0,1,0,Semi-Monthly,0,0,0,0,Scorpio,1,0,0.0,0
21131,67357,1,27.0,na,0,0,12,0,0,29,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,0.5,0
21132,5655,0,55.0,R,0,0,0,0,0,204,0,0,4,1,1,0,1,0,na,0,0,0,0,Leo,0,0,1.7,0
21133,48251,0,29.0,R,10,0,15,10,0,53,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.0,0
21134,37920,0,30.0,R,1,1,5,1,0,16,0,0,2,1,1,0,1,0,Semi-Monthly,0,0,0,0,Virgo,0,0,0.06999999999999999,1
21135,2487,1,34.0,R,25,0,53,25,0,112,0,0,30,1,1,0,1,0,na,0,0,0,0,Sagittarius,0,0,2.14,1
21136,8844,0,28.0,R,0,0,36,0,0,51,0,0,10,1,0,1,0,0,na,0,0,0,0,Aries,0,0,0.71,1
21137,34002,0,30.0,R,1,1,22,1,0,36,0,0,1,1,1,1,0,2,na,0,0,0,0,Virgo,0,0,0.7,0
21138,1518,0,62.0,R,0,0,130,0,0,206,0,0,8,1,1,0,1,3,Bi-Weekly,0,0,0,0,Libra,1,0,1.53,0
21139,62845,0,24.0,R,1,0,6,1,0,13,0,0,0,1,1,0,1,2,Bi-Weekly,0,0,0,0,na,0,0,0.06999999999999999,0
21140,54806,1,49.0,na,36,8,52,29,0,129,0,0,17,1,1,1,1,2,Monthly,0,0,0,0,na,0,0,1.0,1
21141,39758,1,25.0,na,0,0,27,0,0,63,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.5,1
21142,36412,0,34.0,R,9,1,65,9,0,199,0,0,12,1,0,0,1,0,Bi-Weekly,0,1,0,0,Virgo,0,0,1.8,0
21143,54083,0,30.0,R,20,1,35,20,0,121,0,0,14,1,0,0,1,0,Weekly,0,0,0,0,Cancer,0,0,0.73,0
21144,17084,0,35.0,R,0,0,0,0,0,255,0,0,14,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,2.57,1
21145,62264,1,20.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,na,0,0,0,0,Aquarius,0,0,0.0,0
21146,60507,1,30.0,na,2,2,11,2,0,10,0,0,3,1,1,1,0,2,Weekly,0,0,0,0,Libra,0,0,0.16999999999999998,1
21147,24530,0,28.0,R,2,0,108,2,0,299,0,0,5,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,2.17,0
21148,32992,0,30.0,na,36,7,77,36,0,199,0,0,28,1,1,1,0,0,Weekly,0,0,0,0,Aries,0,0,1.63,1
21149,54882,0,44.0,R,0,0,36,0,0,76,0,0,16,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,0.94,1
21150,9717,0,68.0,O,0,0,0,0,1,213,0,1,37,1,0,0,1,0,na,0,0,0,0,Taurus,0,0,1.9,0
21151,16648,0,29.0,R,2,0,73,2,0,151,0,0,10,1,1,0,1,3,Bi-Weekly,0,0,0,0,na,1,0,1.33,1
21152,46035,1,26.0,na,0,0,1,0,0,60,0,0,4,1,0,0,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,0.83,0
21153,6594,0,25.0,R,0,0,149,0,0,272,0,0,29,1,1,1,0,0,na,0,0,0,0,Scorpio,0,0,1.77,1
21154,41706,1,22.0,R,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Weekly,0,0,0,0,Taurus,0,0,0.0,0
21155,13090,1,23.0,R,6,0,2,6,0,55,0,0,8,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.47,1
21156,24616,0,33.0,R,0,0,54,0,0,179,0,0,7,1,1,1,0,2,Bi-Weekly,0,0,0,0,Libra,0,0,1.03,0
21157,31786,0,31.0,R,1,0,77,1,0,188,0,0,14,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,1.53,1
21158,19104,0,23.0,R,0,0,33,0,0,35,0,0,3,1,0,0,1,0,Weekly,0,0,0,0,Capricorn,1,0,0.5700000000000001,0
21159,43125,1,20.0,R,0,0,5,0,0,0,0,0,0,1,0,0,1,2,Bi-Weekly,0,0,0,0,Taurus,0,0,0.0,0
21160,63101,0,24.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Monthly,0,0,0,0,Gemini,0,0,0.0,0
21161,65700,0,24.0,R,0,0,12,0,0,9,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,1,0,0.23,0
21162,39968,1,28.0,R,0,0,2,0,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.03,0
21163,8628,0,68.0,na,0,0,86,0,0,194,0,0,8,1,1,1,1,3,na,0,0,0,0,Cancer,0,0,1.67,1
21164,8847,1,50.0,na,0,0,0,0,1,135,0,0,47,1,1,1,0,0,Monthly,0,0,0,0,Sagittarius,0,0,1.27,0
21165,8487,0,30.0,R,2,0,34,2,0,92,0,0,13,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.7,1
21166,51251,0,25.0,na,0,0,12,0,0,14,0,0,1,1,0,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,0.16,0
21167,26828,0,24.0,R,2,1,36,2,0,79,0,0,18,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.43,1
21168,65813,1,27.0,na,0,0,4,0,0,5,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.0,0
21169,42488,1,29.0,R,38,0,127,38,0,266,0,0,26,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,0.7,1
21170,61561,1,44.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,0,Scorpio,0,0,0.0,0
21171,9619,1,26.0,R,0,0,0,0,1,199,0,0,10,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.9,1
21172,23968,1,43.0,R,11,1,44,10,0,160,0,0,26,1,1,0,1,0,Weekly,0,0,0,0,Virgo,0,0,1.2,1
21173,26138,0,47.0,O,43,1,100,42,0,200,0,0,9,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,1.8,0
21174,65764,1,25.0,na,0,0,0,0,0,15,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,0.27,1
21175,8827,0,36.0,R,0,0,0,0,1,137,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.83,0
21176,9339,0,25.0,R,0,0,32,0,0,68,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.47,0
21177,68123,1,35.0,na,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Monthly,0,0,0,0,Pisces,0,0,0.0,0
21178,16942,1,24.0,R,0,0,0,0,0,207,1,0,9,1,1,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,1.83,0
21179,4421,0,32.0,na,0,0,0,0,0,55,0,0,6,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.43,0
21180,3362,0,22.0,O,0,0,92,0,0,232,0,0,14,1,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.23,0
21181,64593,1,19.0,na,1,0,2,1,0,2,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.12,0
21182,58688,0,42.0,na,0,0,5,0,0,10,0,0,2,1,0,1,0,0,Monthly,0,0,0,0,na,0,0,0.1,0
21183,32009,0,28.0,R,10,0,52,10,0,203,0,0,32,1,1,0,1,0,na,0,0,0,0,Aquarius,0,0,2.13,1
21184,60526,1,24.0,na,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Weekly,0,0,0,0,Pisces,0,0,0.0,0
21185,17639,1,24.0,R,1,1,9,1,0,11,0,0,3,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.13,0
21186,26541,0,29.0,R,0,0,91,0,0,186,0,0,3,1,1,0,1,4,na,0,0,0,0,na,0,0,1.3,1
21187,8170,0,34.0,R,8,4,92,8,0,245,0,0,14,1,1,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,2.07,0
21188,38664,1,29.0,R,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.0,0
21189,6070,1,55.0,R,26,0,41,26,0,237,0,0,44,1,1,1,1,2,Weekly,0,0,0,0,Leo,1,0,1.8,0
21190,25539,1,21.0,na,0,0,0,0,0,126,0,0,6,1,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.83,0
21191,14270,1,25.0,na,13,1,121,13,0,258,0,0,24,1,1,0,1,0,na,0,0,0,0,na,0,0,1.53,1
21192,33794,0,29.0,na,0,0,23,0,0,57,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Libra,0,0,0.9,1
21193,19985,0,25.0,R,6,3,42,6,0,117,0,0,9,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.17,1
